unit_id,time_id,case_no,survey_year,survey_month,dvla_code,raw_la_code,strata,area_id,msoa_name,synthetic_msoa_assignment_method,synthetic_msoa_seed,sex,age,age_source,synthetic_age_seed,age_group_3_code,age_group_5_code,age_group_7_code,working_age_code,pension_age_code,econ_status_3_code,econ_status_code,education_code,highest_qualification_code,tenure_code,tenure_group_code,CarUse,caraccess,num_people,num_adult,num_child,urban_rural_code,urban_rural_com_code,wimd_overall_quintile_code,raw_atfrqbke,sample_adult_weight,sample_travel_weight,freq_cyclist_weight,freq_cyclist_weight_source,freq_cyclist,freq_cyclist_source
222305114,2023,222305114,2022,4,12,,W06000012,W02000204,Neath Port Talbot 006,uniform_random_within_la,20260623,1,35.0,observed_exact_age,,1,2,3,1,0,1,2,2,1,1,1,1,1,1,1,0,2,7,4,,0.753206291783292,,,missing,,missing_or_out_of_scope
222305115,2023,222305115,2022,4,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,2,16.0,observed_exact_age,,1,1,1,1,0,1,2,5,3,1,1,1,1,3,3,0,2,7,4,,5.68050612335129,,,missing,,missing_or_out_of_scope
222305116,2023,222305116,2022,4,12,,W06000012,W02000206,Neath Port Talbot 008,uniform_random_within_la,20260623,1,61.0,observed_exact_age,,2,3,5,1,0,3,8,3,2,1,1,1,1,2,2,0,2,7,2,,0.706873562143424,,,missing,,missing_or_out_of_scope
222305117,2023,222305117,2022,4,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,2,26.0,observed_exact_age,,1,2,2,1,0,1,2,2,1,4,3,1,1,2,2,0,2,7,2,,1.24663729034488,,,missing,,missing_or_out_of_scope
222305118,2023,222305118,2022,4,12,,W06000012,W02000213,Neath Port Talbot 015,uniform_random_within_la,20260623,2,51.0,observed_exact_age,,2,3,4,1,0,1,2,3,2,1,1,1,1,5,3,2,2,6,2,,0.982476085603645,,,missing,,missing_or_out_of_scope
222305119,2023,222305119,2022,4,12,,W06000012,W02000204,Neath Port Talbot 006,uniform_random_within_la,20260623,1,54.0,observed_exact_age,,2,3,4,1,0,3,8,6,4,3,2,1,1,1,1,0,2,6,2,5,0.551896578429307,0.631490048664206,0.631490048664206,sample_travel_weight,0.0,observed
222305120,2023,222305120,2022,4,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,2,61.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,1,1,1,1,1,1,0,2,6,2,,0.306334331202125,,,missing,,missing_or_out_of_scope
222305121,2023,222305121,2022,12,12,,W06000012,W02000208,Neath Port Talbot 010,uniform_random_within_la,20260623,2,67.0,observed_exact_age,,3,4,6,2,1,3,9,3,2,1,1,1,1,1,1,0,1,5,2,,0.321248191088711,,,missing,,missing_or_out_of_scope
222305122,2023,222305122,2022,12,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,1,41.0,observed_exact_age,,1,2,3,1,0,1,2,1,1,1,1,1,1,1,1,0,1,5,2,5,0.563874518531317,0.46855190862989,0.46855190862989,sample_travel_weight,0.0,observed
222305123,2023,222305123,2022,12,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,56.0,observed_exact_age,,2,3,5,1,0,1,2,2,1,1,1,1,1,3,2,1,1,5,2,,0.927039837085606,,,missing,,missing_or_out_of_scope
222305124,2023,222305124,2022,12,12,,W06000012,W02000212,Neath Port Talbot 014,uniform_random_within_la,20260623,1,73.0,observed_exact_age,,3,4,6,2,1,3,9,2,1,5,,1,1,2,2,0,1,5,2,5,0.66354558838013,0.697004124315295,0.697004124315295,sample_travel_weight,0.0,observed
222305125,2023,222305125,2022,12,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,2,85.0,observed_exact_age,,3,5,7,2,1,3,9,8,5,3,2,1,1,2,2,0,1,5,2,,0.864183617472264,,,missing,,missing_or_out_of_scope
222305126,2023,222305126,2022,12,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,1,59.0,observed_exact_age,,2,3,5,1,0,3,8,5,3,3,2,1,1,2,2,0,1,5,2,,0.927039837085606,,,missing,,missing_or_out_of_scope
222305127,2023,222305127,2022,12,12,,W06000012,W02000208,Neath Port Talbot 010,uniform_random_within_la,20260623,2,49.0,observed_exact_age,,2,3,4,1,0,1,2,6,4,1,1,1,1,1,1,0,1,5,2,,0.401232896824106,,,missing,,missing_or_out_of_scope
222305128,2023,222305128,2022,12,12,,W06000012,W02000208,Neath Port Talbot 010,uniform_random_within_la,20260623,2,18.0,observed_exact_age,,1,1,1,1,0,3,1,1,1,4,3,1,1,1,1,0,1,5,2,,1.8935020411171,,,missing,,missing_or_out_of_scope
222305129,2023,222305129,2022,12,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,2,47.0,observed_exact_age,,2,3,4,1,0,1,2,1,1,1,1,1,1,2,2,0,2,6,2,5,0.802465793648212,0.829057007863394,0.829057007863394,sample_travel_weight,0.0,observed
222305130,2023,222305130,2022,12,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,2,78.0,observed_exact_age,,3,5,7,2,1,3,9,8,5,1,1,1,1,2,2,0,2,6,2,,0.864183617472264,,,missing,,missing_or_out_of_scope
222305131,2023,222305131,2022,12,12,,W06000012,W02000204,Neath Port Talbot 006,uniform_random_within_la,20260623,1,54.0,observed_exact_age,,2,3,4,1,0,3,9,2,1,1,1,1,1,2,2,0,1,5,2,,1.10379315685861,,,missing,,missing_or_out_of_scope
222305132,2023,222305132,2023,2,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,2,50.0,observed_exact_age,,2,3,4,1,0,1,2,1,1,1,1,1,1,3,3,0,1,5,2,,0.982476085603645,,,missing,,missing_or_out_of_scope
222305133,2023,222305133,2023,2,12,,W06000012,W02000204,Neath Port Talbot 006,uniform_random_within_la,20260623,2,64.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,1,1,2,0,1,1,0,1,5,2,,0.306334331202125,,,missing,,missing_or_out_of_scope
222305134,2023,222305134,2023,2,12,,W06000012,W02000214,Neath Port Talbot 016,uniform_random_within_la,20260623,1,60.0,observed_exact_age,,2,3,5,1,0,3,9,5,3,1,1,1,1,2,2,0,1,5,3,,0.706873562143424,,,missing,,missing_or_out_of_scope
222305135,2023,222305135,2023,2,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,1,31.0,observed_exact_age,,1,2,2,1,0,1,2,1,1,1,1,1,1,2,2,0,1,5,3,,1.8157517360978,,,missing,,missing_or_out_of_scope
222305136,2023,222305136,2023,2,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,2,62.0,observed_exact_age,,2,3,5,1,0,3,8,2,1,1,1,1,1,2,2,0,1,5,3,,0.612668662404251,,,missing,,missing_or_out_of_scope
222305137,2023,222305137,2023,2,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,2,41.0,observed_exact_age,,1,2,3,1,0,1,2,5,3,4,3,1,1,2,2,0,1,5,3,,0.81816265353759,,,missing,,missing_or_out_of_scope
222305138,2023,222305138,2023,2,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,1,42.0,observed_exact_age,,1,2,3,1,0,1,2,1,1,1,1,1,1,2,2,0,1,5,2,5,1.12774903706263,0.992227571216238,0.992227571216238,sample_travel_weight,0.0,observed
222305139,2023,222305139,2023,2,12,,W06000012,W02000212,Neath Port Talbot 014,uniform_random_within_la,20260623,2,54.0,observed_exact_age,,2,3,4,1,0,1,2,3,2,1,1,1,1,2,2,0,1,5,3,,0.654984057069096,,,missing,,missing_or_out_of_scope
222305140,2023,222305140,2023,2,12,,W06000012,W02000212,Neath Port Talbot 014,uniform_random_within_la,20260623,1,57.0,observed_exact_age,,2,3,5,1,0,3,8,7,5,3,2,1,1,3,3,0,1,5,2,,1.39055975562841,,,missing,,missing_or_out_of_scope
222305141,2023,222305141,2023,2,12,,W06000012,W02000210,Neath Port Talbot 012,uniform_random_within_la,20260623,1,37.0,observed_exact_age,,1,2,3,1,0,2,6,5,3,3,2,2,0,1,1,0,1,5,3,,0.753206291783292,,,missing,,missing_or_out_of_scope
222305142,2023,222305142,2023,2,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,1,41.0,observed_exact_age,,1,2,3,1,0,1,2,7,5,3,2,1,1,4,2,2,1,5,2,,1.12774903706263,,,missing,,missing_or_out_of_scope
222305143,2023,222305143,2023,2,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,1,73.0,observed_exact_age,,3,4,6,2,1,1,2,7,5,1,1,1,1,2,2,0,1,5,3,,0.66354558838013,,,missing,,missing_or_out_of_scope
222305144,2023,222305144,2023,2,12,,W06000012,W02000206,Neath Port Talbot 008,uniform_random_within_la,20260623,1,45.0,observed_exact_age,,2,3,4,1,0,1,2,2,1,1,1,1,1,3,2,1,1,5,3,,1.37060406741453,,,missing,,missing_or_out_of_scope
222305145,2023,222305145,2023,2,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,2,62.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,1,1,1,1,2,2,0,1,5,2,,0.612668662404251,,,missing,,missing_or_out_of_scope
222305146,2023,222305146,2023,2,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,1,16.0,observed_exact_age,,1,1,1,1,0,3,1,5,3,1,1,1,1,2,2,0,1,5,3,,2.71373798068369,,,missing,,missing_or_out_of_scope
222305147,2023,222305147,2022,9,12,,W06000012,W02000215,Neath Port Talbot 017,uniform_random_within_la,20260623,2,21.0,observed_exact_age,,1,1,1,1,0,1,2,3,2,4,3,1,1,2,2,0,1,5,4,,2.09145043765389,,,missing,,missing_or_out_of_scope
222305148,2023,222305148,2022,9,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,1,63.0,observed_exact_age,,2,3,5,1,0,3,9,2,1,1,1,1,1,1,1,0,1,5,4,,0.353436781071712,,,missing,,missing_or_out_of_scope
222305149,2023,222305149,2022,9,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,2,57.0,observed_exact_age,,2,3,5,1,0,3,8,8,5,1,1,1,1,3,2,1,1,5,4,,0.620595264241831,,,missing,,missing_or_out_of_scope
222305150,2023,222305150,2022,9,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,2,61.0,observed_exact_age,,2,3,5,1,0,3,9,1,1,1,1,1,1,2,2,0,1,5,3,5,0.612668662404251,0.606285217173906,0.606285217173906,sample_travel_weight,0.0,observed
222305151,2023,222305151,2022,9,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,2,67.0,observed_exact_age,,3,4,6,2,1,3,9,1,1,1,1,1,1,2,2,0,1,5,3,,0.642496382177423,,,missing,,missing_or_out_of_scope
222305152,2023,222305152,2022,9,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,2,67.0,observed_exact_age,,3,4,6,2,1,3,9,7,5,1,1,2,0,2,2,0,1,5,3,,0.642496382177423,,,missing,,missing_or_out_of_scope
222305153,2023,222305153,2022,9,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,2,23.0,observed_exact_age,,1,1,1,1,0,3,8,8,5,3,2,2,0,3,1,2,1,5,3,,1.04572521882695,,,missing,,missing_or_out_of_scope
222305154,2023,222305154,2022,9,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,1,76.0,observed_exact_age,,3,5,7,2,1,3,9,4,2,3,2,2,0,1,1,0,1,5,2,,0.336621347754345,,,missing,,missing_or_out_of_scope
222305155,2023,222305155,2022,9,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,1,44.0,observed_exact_age,,1,2,3,1,0,1,2,1,1,1,1,1,1,3,1,2,1,5,4,,0.563874518531317,,,missing,,missing_or_out_of_scope
222305156,2023,222305156,2022,10,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,2,80.0,observed_exact_age,,3,5,7,2,1,3,9,6,4,1,1,1,1,1,1,0,1,5,4,,0.432091808736132,,,missing,,missing_or_out_of_scope
222305157,2023,222305157,2022,10,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,2,68.0,observed_exact_age,,3,4,6,2,1,1,2,2,1,1,1,1,1,1,1,0,1,5,4,,0.321248191088711,,,missing,,missing_or_out_of_scope
222305158,2023,222305158,2022,10,12,,W06000012,W02000206,Neath Port Talbot 008,uniform_random_within_la,20260623,1,58.0,observed_exact_age,,2,3,5,1,0,1,2,4,2,1,1,1,1,2,2,0,1,5,5,,0.927039837085606,,,missing,,missing_or_out_of_scope
222305159,2023,222305159,2022,10,12,,W06000012,W02000214,Neath Port Talbot 016,uniform_random_within_la,20260623,2,60.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,1,1,1,1,2,2,0,1,5,4,,0.612668662404251,,,missing,,missing_or_out_of_scope
222305160,2023,222305160,2022,10,12,,W06000012,W02000212,Neath Port Talbot 014,uniform_random_within_la,20260623,1,78.0,observed_exact_age,,3,5,7,2,1,3,9,4,1,1,1,1,1,2,2,0,1,5,5,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305161,2023,222305161,2022,10,12,,W06000012,W02000215,Neath Port Talbot 017,uniform_random_within_la,20260623,2,31.0,observed_exact_age,,1,2,2,1,0,1,2,4,2,4,3,2,0,1,1,0,1,5,5,,0.472665825672856,,,missing,,missing_or_out_of_scope
222305162,2023,222305162,2022,10,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,2,72.0,observed_exact_age,,3,4,6,2,1,3,9,7,5,1,1,1,1,2,2,0,1,5,5,,0.731991372951927,,,missing,,missing_or_out_of_scope
222305163,2023,222305163,2022,10,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,2,74.0,observed_exact_age,,3,4,6,2,1,3,9,1,1,1,1,1,1,1,1,0,1,5,5,,0.365995686475964,,,missing,,missing_or_out_of_scope
222305164,2023,222305164,2022,10,12,,W06000012,W02000206,Neath Port Talbot 008,uniform_random_within_la,20260623,2,60.0,observed_exact_age,,2,3,5,1,0,1,2,3,2,1,1,1,1,2,2,0,1,5,4,,0.612668662404251,,,missing,,missing_or_out_of_scope
222305165,2023,222305165,2022,10,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,2,67.0,observed_exact_age,,3,4,6,2,1,3,9,5,3,1,1,1,1,2,2,0,1,5,5,,0.642496382177423,,,missing,,missing_or_out_of_scope
222305166,2023,222305166,2022,10,12,,W06000012,W02000214,Neath Port Talbot 016,uniform_random_within_la,20260623,2,79.0,observed_exact_age,,3,5,7,2,1,3,9,8,5,3,2,2,0,1,1,0,1,5,4,5,0.432091808736132,0.41193232543888,0.41193232543888,sample_travel_weight,0.0,observed
222305167,2023,222305167,2022,10,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,1,28.0,observed_exact_age,,1,2,2,1,0,1,2,2,1,1,1,1,1,1,1,0,1,5,4,,1.11654782596954,,,missing,,missing_or_out_of_scope
222305168,2023,222305168,2022,10,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,75.0,observed_exact_age,,3,5,7,2,1,3,9,1,1,1,1,1,1,2,2,0,1,5,4,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305169,2023,222305169,2023,1,12,,W06000012,W02000214,Neath Port Talbot 016,uniform_random_within_la,20260623,2,29.0,observed_exact_age,,1,2,2,1,0,1,2,4,2,1,1,1,1,3,2,1,1,5,5,,1.24663729034488,,,missing,,missing_or_out_of_scope
222305170,2023,222305170,2023,1,12,,W06000012,W02000215,Neath Port Talbot 017,uniform_random_within_la,20260623,1,71.0,observed_exact_age,,3,4,6,2,1,1,2,2,1,1,1,1,1,1,1,0,2,7,4,5,0.331772794190065,0.348502062157648,0.348502062157648,sample_travel_weight,0.0,observed
222305171,2023,222305171,2023,1,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,2,75.0,observed_exact_age,,3,5,7,2,1,3,9,5,3,1,1,1,1,2,2,0,1,5,5,,0.864183617472264,,,missing,,missing_or_out_of_scope
222305172,2023,222305172,2023,1,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,2,16.0,observed_exact_age,,1,1,1,1,0,3,1,5,3,1,1,1,1,3,3,0,1,5,5,,5.68050612335129,,,missing,,missing_or_out_of_scope
222305173,2023,222305173,2023,1,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,1,82.0,observed_exact_age,,3,5,7,2,1,3,9,2,1,3,2,2,0,1,1,0,2,7,4,,0.336621347754345,,,missing,,missing_or_out_of_scope
222305174,2023,222305174,2023,1,12,,W06000012,W02000214,Neath Port Talbot 016,uniform_random_within_la,20260623,2,34.0,observed_exact_age,,1,2,2,1,0,1,2,1,1,1,1,1,1,4,2,2,1,5,2,,0.945331651345712,,,missing,,missing_or_out_of_scope
222305175,2023,222305175,2023,1,12,,W06000012,W02000213,Neath Port Talbot 015,uniform_random_within_la,20260623,1,28.0,observed_exact_age,,1,2,2,1,0,1,2,2,1,1,1,1,1,1,1,0,2,7,4,5,1.11654782596954,0.899590666955217,0.899590666955217,sample_travel_weight,0.0,observed
222305176,2023,222305176,2023,1,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,74.0,observed_exact_age,,3,4,6,2,1,3,9,4,2,1,1,1,1,2,2,0,1,5,2,,0.66354558838013,,,missing,,missing_or_out_of_scope
222305177,2023,222305177,2023,1,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,2,40.0,observed_exact_age,,1,2,3,1,0,1,2,1,1,1,1,1,1,2,1,1,1,5,2,,0.409081326768795,,,missing,,missing_or_out_of_scope
222305178,2023,222305178,2023,1,12,,W06000012,W02000208,Neath Port Talbot 010,uniform_random_within_la,20260623,1,77.0,observed_exact_age,,3,5,7,2,1,3,9,4,2,1,1,1,1,2,2,0,2,7,4,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305179,2023,222305179,2023,1,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,53.0,observed_exact_age,,2,3,4,1,0,1,2,3,2,1,1,1,1,3,2,1,2,7,4,,1.10379315685861,,,missing,,missing_or_out_of_scope
222305180,2023,222305180,2023,1,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,31.0,observed_exact_age,,1,2,2,1,0,1,2,5,3,4,3,1,1,3,2,1,1,5,2,5,1.8157517360978,2.35853524966582,2.35853524966582,sample_travel_weight,0.0,observed
222305181,2023,222305181,2023,1,12,,W06000012,W02000210,Neath Port Talbot 012,uniform_random_within_la,20260623,1,43.0,observed_exact_age,,1,2,3,1,0,1,2,1,1,1,1,1,1,4,2,2,1,5,2,5,1.12774903706263,0.93710381725978,0.93710381725978,sample_travel_weight,0.0,observed
222305182,2023,222305182,2022,7,12,,W06000012,W02000417,Neath Port Talbot 020,uniform_random_within_la,20260623,2,94.0,observed_exact_age,,3,5,7,2,1,3,9,2,1,1,1,1,1,1,1,0,1,5,5,5,0.432091808736132,0.39025167673157,0.39025167673157,sample_travel_weight,0.0,observed
222305183,2023,222305183,2022,7,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,1,66.0,observed_exact_age,,3,4,6,2,1,3,9,8,5,3,2,1,1,2,2,0,1,5,4,,0.655508144907943,,,missing,,missing_or_out_of_scope
222305184,2023,222305184,2022,7,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,2,53.0,observed_exact_age,,2,3,4,1,0,1,2,1,1,1,1,1,1,3,3,0,1,5,5,,0.982476085603645,,,missing,,missing_or_out_of_scope
222305185,2023,222305185,2022,7,12,,W06000012,W02000213,Neath Port Talbot 015,uniform_random_within_la,20260623,2,77.0,observed_exact_age,,3,5,7,2,1,3,9,8,5,3,2,1,1,1,1,0,1,5,5,,0.432091808736132,,,missing,,missing_or_out_of_scope
222305186,2023,222305186,2022,7,12,,W06000012,W02000213,Neath Port Talbot 015,uniform_random_within_la,20260623,1,83.0,observed_exact_age,,3,5,7,2,1,3,9,2,1,1,1,1,1,2,2,0,1,5,5,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305187,2023,222305187,2022,7,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,2,65.0,observed_exact_age,,3,4,6,1,0,3,9,5,3,1,1,1,1,2,2,0,1,5,2,,0.642496382177423,,,missing,,missing_or_out_of_scope
222305188,2023,222305188,2022,7,12,,W06000012,W02000204,Neath Port Talbot 006,uniform_random_within_la,20260623,2,61.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,3,2,2,0,1,1,0,1,5,4,,0.306334331202125,,,missing,,missing_or_out_of_scope
222305189,2023,222305189,2022,7,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,27.0,observed_exact_age,,1,2,2,1,0,1,2,4,3,4,3,1,1,4,2,2,1,5,5,,2.23309565193908,,,missing,,missing_or_out_of_scope
222305190,2023,222305190,2022,7,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,2,73.0,observed_exact_age,,3,4,6,2,1,3,9,1,1,1,1,1,1,2,2,0,1,5,4,,0.731991372951927,,,missing,,missing_or_out_of_scope
222305191,2023,222305191,2022,7,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,2,74.0,observed_exact_age,,3,4,6,2,1,3,9,5,3,3,2,2,0,1,1,0,1,5,2,,0.365995686475964,,,missing,,missing_or_out_of_scope
222305192,2023,222305192,2022,7,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,1,35.0,observed_exact_age,,1,2,3,1,0,3,11,1,1,4,3,1,1,1,1,0,1,5,4,5,0.753206291783292,0.576205316914122,0.576205316914122,sample_travel_weight,0.0,observed
222305193,2023,222305193,2022,7,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,2,33.0,observed_exact_age,,1,2,2,1,0,1,2,1,1,1,1,1,1,3,2,1,1,5,4,5,0.945331651345712,0.886690253469916,0.886690253469916,sample_travel_weight,0.0,observed
222305194,2023,222305194,2022,7,12,,W06000012,W02000216,Neath Port Talbot 018,uniform_random_within_la,20260623,1,55.0,observed_exact_age,,2,3,5,1,0,3,1,2,1,3,2,1,1,5,5,0,1,5,2,,2.31759959271402,,,missing,,missing_or_out_of_scope
222305195,2023,222305195,2022,7,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,2,85.0,observed_exact_age,,3,5,7,2,1,3,9,2,1,1,1,1,1,1,1,0,1,5,2,5,0.432091808736132,0.39025167673157,0.39025167673157,sample_travel_weight,0.0,observed
222305196,2023,222305196,2022,7,12,,W06000012,W02000202,Neath Port Talbot 004,uniform_random_within_la,20260623,2,55.0,observed_exact_age,,2,3,5,1,0,3,8,5,3,3,2,1,1,1,1,0,1,5,4,,0.310297632120916,,,missing,,missing_or_out_of_scope
222305197,2023,222305197,2022,7,12,,W06000012,W02000217,Neath Port Talbot 019,uniform_random_within_la,20260623,1,31.0,observed_exact_age,,1,2,2,1,0,1,2,1,1,1,1,1,1,3,2,1,1,5,4,5,1.8157517360978,2.23440181547289,2.23440181547289,sample_travel_weight,0.0,observed
222305198,2023,222305198,2022,5,12,,W06000012,W02000210,Neath Port Talbot 012,uniform_random_within_la,20260623,1,52.0,observed_exact_age,,2,3,4,1,0,1,2,1,1,1,1,1,1,6,4,2,1,5,4,5,2.20758631371723,2.52596019465682,2.52596019465682,sample_travel_weight,0.0,observed
222305199,2023,222305199,2022,5,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,2,70.0,observed_exact_age,,3,4,6,2,1,3,9,1,1,1,1,1,1,2,2,0,1,5,5,,0.731991372951927,,,missing,,missing_or_out_of_scope
222305200,2023,222305200,2022,5,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,1,77.0,observed_exact_age,,3,5,7,2,1,3,9,4,1,1,1,2,0,2,2,0,1,5,2,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305201,2023,222305201,2022,5,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,1,49.0,observed_exact_age,,2,3,4,1,0,1,2,4,3,1,1,1,1,3,3,0,1,5,5,,2.0559061011218,,,missing,,missing_or_out_of_scope
222305202,2023,222305202,2022,5,12,,W06000012,W02000205,Neath Port Talbot 007,uniform_random_within_la,20260623,1,86.0,observed_exact_age,,3,5,7,2,1,3,9,1,1,1,1,1,1,2,2,0,1,5,5,,0.67324269550869,,,missing,,missing_or_out_of_scope
222305203,2023,222305203,2022,5,12,,W06000012,W02000213,Neath Port Talbot 015,uniform_random_within_la,20260623,1,53.0,observed_exact_age,,2,3,4,1,0,1,2,5,3,4,3,1,1,1,1,0,1,5,4,,0.551896578429307,,,missing,,missing_or_out_of_scope
222305204,2023,222305204,2022,5,12,,W06000012,W02000215,Neath Port Talbot 017,uniform_random_within_la,20260623,1,61.0,observed_exact_age,,2,3,5,1,0,3,8,4,2,3,2,1,1,1,1,0,1,5,2,3,0.353436781071712,0.356107709667005,0.356107709667005,sample_travel_weight,0.0,observed
222305205,2023,222305205,2022,5,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,2,75.0,observed_exact_age,,3,5,7,2,1,3,9,3,2,1,1,1,1,2,2,0,1,5,5,,0.864183617472264,,,missing,,missing_or_out_of_scope
222305206,2023,222305206,2022,5,12,,W06000012,W02000427,Neath Port Talbot 021,uniform_random_within_la,20260623,1,34.0,observed_exact_age,,1,2,2,1,0,1,2,2,1,1,1,1,1,5,2,3,1,5,5,,1.8157517360978,,,missing,,missing_or_out_of_scope
222305207,2023,222305207,2022,5,12,,W06000012,W02000200,Neath Port Talbot 002,uniform_random_within_la,20260623,2,71.0,observed_exact_age,,3,4,6,2,1,3,9,2,1,1,1,1,1,2,2,0,1,5,2,,0.731991372951927,,,missing,,missing_or_out_of_scope
222305208,2023,222305208,2022,5,12,,W06000012,W02000417,Neath Port Talbot 020,uniform_random_within_la,20260623,1,57.0,observed_exact_age,,2,3,5,1,0,1,2,5,3,1,1,1,1,1,1,0,1,5,4,,0.463519918542803,,,missing,,missing_or_out_of_scope
222305209,2023,222305209,2022,5,12,,W06000012,W02000417,Neath Port Talbot 020,uniform_random_within_la,20260623,1,67.0,observed_exact_age,,3,4,6,2,1,3,9,1,1,1,1,1,1,3,3,0,1,5,5,,0.983262217361914,,,missing,,missing_or_out_of_scope
222305210,2023,222305210,2022,6,12,,W06000012,W02000207,Neath Port Talbot 009,uniform_random_within_la,20260623,2,79.0,observed_exact_age,,3,5,7,2,1,3,9,8,5,1,1,1,1,2,2,0,1,5,2,,0.864183617472264,,,missing,,missing_or_out_of_scope
222305211,2023,222305211,2022,6,12,,W06000012,W02000211,Neath Port Talbot 013,uniform_random_within_la,20260623,2,40.0,observed_exact_age,,1,2,3,1,0,1,2,4,3,1,1,1,1,3,3,0,1,5,4,,1.22724398030639,,,missing,,missing_or_out_of_scope
222305212,2023,222305212,2022,6,12,,W06000012,W02000201,Neath Port Talbot 003,uniform_random_within_la,20260623,1,23.0,observed_exact_age,,1,1,1,1,0,1,2,3,2,4,3,1,1,2,2,0,1,5,2,,3.04257434126091,,,missing,,missing_or_out_of_scope
