area_id,time_id,area_inla_id,time_inla_id,msoa_name,direct_estimate,variance,n
W02000318,2025,300,3,Blaenau Gwent 005,0.1107561007057057,0.005687458890006086,19
W02000319,2021,301,1,Blaenau Gwent 006,0.16928581287485203,0.02336332461320138,7
W02000319,2023,301,2,Blaenau Gwent 006,0,0,10
W02000319,2025,301,3,Blaenau Gwent 006,0,0,23
W02000320,2021,302,1,Blaenau Gwent 007,0.05890559715851003,0.003437151721266382,11
W02000320,2023,302,2,Blaenau Gwent 007,0,0,6
W02000320,2025,302,3,Blaenau Gwent 007,0,0,17
W02000321,2021,303,1,Blaenau Gwent 008,0,0,13
W02000321,2023,303,2,Blaenau Gwent 008,0,0,3
W02000321,2025,303,3,Blaenau Gwent 008,0,0,23
W02000322,2021,304,1,Blaenau Gwent 009,0,0,12
W02000322,2023,304,2,Blaenau Gwent 009,0,0,11
W02000322,2025,304,3,Blaenau Gwent 009,0.07439244023293175,0.005223017739322727,17
W02000323,2021,305,1,Torfaen 001,0,0,3
W02000323,2023,305,2,Torfaen 001,0,0,3
W02000323,2025,305,3,Torfaen 001,0.1673449155592207,0.02117339320328057,16
W02000324,2021,306,1,Torfaen 002,0,0,8
W02000324,2023,306,2,Torfaen 002,0,0,5
W02000324,2025,306,3,Torfaen 002,0,0,14
W02000325,2021,307,1,Torfaen 003,0.13966807194764433,0.01715420747560699,7
W02000325,2023,307,2,Torfaen 003,0,0,6
W02000325,2025,307,3,Torfaen 003,0,0,14
W02000326,2021,308,1,Torfaen 004,0,0,8
W02000326,2023,308,2,Torfaen 004,0,0,4
W02000326,2025,308,3,Torfaen 004,0,0,12
W02000327,2021,309,1,Torfaen 005,0.2878421950334531,0.05194705781912011,7
W02000327,2023,309,2,Torfaen 005,0,0,6
W02000327,2025,309,3,Torfaen 005,0,0,20
W02000328,2021,310,1,Torfaen 006,0,0,6
W02000328,2023,310,2,Torfaen 006,0,0,3
W02000328,2025,310,3,Torfaen 006,0,0,17
W02000329,2021,311,1,Torfaen 007,0,0,9
W02000329,2023,311,2,Torfaen 007,0,0,4
W02000329,2025,311,3,Torfaen 007,0,0,21
W02000330,2021,312,1,Torfaen 008,0,0,6
W02000330,2023,312,2,Torfaen 008,0,0,3
W02000330,2025,312,3,Torfaen 008,0.01332074880698912,1.9008667562882557e-4,16
W02000331,2021,313,1,Torfaen 009,0,0,5
W02000331,2023,313,2,Torfaen 009,0.08945583439034382,0.008227879380340137,7
W02000331,2025,313,3,Torfaen 009,0.14960598510964573,0.0175580555256549,18
W02000332,2021,314,1,Torfaen 010,0,0,10
W02000332,2023,314,2,Torfaen 010,0,0,4
W02000332,2025,314,3,Torfaen 010,0,0,24
W02000333,2021,315,1,Torfaen 011,0.19912969523001156,0.02815678060997966,14
W02000333,2023,315,2,Torfaen 011,0,0,3
W02000333,2025,315,3,Torfaen 011,0.05493737990494775,0.002882482072948109,21
W02000334,2021,316,1,Torfaen 012,0,0,3
W02000334,2023,316,2,Torfaen 012,0,0,5
W02000334,2025,316,3,Torfaen 012,0.10152552706692189,0.009063329463488262,15
W02000335,2021,317,1,Torfaen 013,0,0,7
W02000335,2023,317,2,Torfaen 013,0,0,1
W02000335,2025,317,3,Torfaen 013,0,0,16
W02000336,2021,318,1,Monmouthshire 001,0,0,5
W02000336,2023,318,2,Monmouthshire 001,0,0,3
W02000336,2025,318,3,Monmouthshire 001,0,0,34
W02000337,2021,319,1,Monmouthshire 002,0,0,12
W02000337,2023,319,2,Monmouthshire 002,0,0,11
W02000337,2025,319,3,Monmouthshire 002,0.07652570355924396,0.002828089617399816,26
W02000338,2021,320,1,Monmouthshire 003,0,0,7
W02000338,2023,320,2,Monmouthshire 003,0,0,5
W02000338,2025,320,3,Monmouthshire 003,0.018197012236512447,3.408988158366663e-4,25
W02000339,2021,321,1,Monmouthshire 004,0,0,22
W02000339,2023,321,2,Monmouthshire 004,0,0,6
W02000339,2025,321,3,Monmouthshire 004,0,0,26
W02000340,2021,322,1,Monmouthshire 005,0,0,5
W02000340,2023,322,2,Monmouthshire 005,0,0,8
W02000340,2025,322,3,Monmouthshire 005,0,0,16
W02000341,2021,323,1,Monmouthshire 006,0,0,8
W02000341,2023,323,2,Monmouthshire 006,0,0,10
W02000341,2025,323,3,Monmouthshire 006,0,0,29
W02000342,2021,324,1,Monmouthshire 007,0,0,9
W02000342,2023,324,2,Monmouthshire 007,0,0,3
W02000342,2025,324,3,Monmouthshire 007,0.0864006320826495,0.0038463887817184474,16
W02000343,2021,325,1,Monmouthshire 008,0,0,16
W02000343,2023,325,2,Monmouthshire 008,0,0,1
W02000343,2025,325,3,Monmouthshire 008,0,0,16
W02000344,2021,326,1,Monmouthshire 009,0,0,9
W02000344,2023,326,2,Monmouthshire 009,0,0,6
W02000344,2025,326,3,Monmouthshire 009,0.09349921206224143,0.00581651180884674,21
W02000345,2021,327,1,Monmouthshire 010,0,0,12
W02000345,2023,327,2,Monmouthshire 010,0.18757202525836522,0.031057837418013812,4
W02000345,2025,327,3,Monmouthshire 010,0,0,19
W02000346,2021,328,1,Monmouthshire 011,0,0,9
W02000346,2023,328,2,Monmouthshire 011,0,0,1
W02000346,2025,328,3,Monmouthshire 011,0.016494613608538086,2.7977680705195735e-4,24
W02000347,2021,329,1,Newport 001,0.08243347416993596,0.0063648825965409,11
W02000347,2023,329,2,Newport 001,0,0,7
W02000347,2025,329,3,Newport 001,0.04564497497763991,0.0020608215898162987,18
W02000348,2021,330,1,Newport 002,0,0,4
W02000348,2023,330,2,Newport 002,0,0,7
W02000348,2025,330,3,Newport 002,0,0,9
W02000349,2021,331,1,Newport 003,0,0,5
W02000349,2023,331,2,Newport 003,0,0,6
W02000349,2025,331,3,Newport 003,0,0,20
W02000350,2021,332,1,Newport 004,0,0,4
W02000350,2023,332,2,Newport 004,0,0,5
W02000350,2025,332,3,Newport 004,0.1931215982247358,0.027552805264676992,12
W02000351,2021,333,1,Newport 005,0,0,2
W02000351,2023,333,2,Newport 005,0,0,5
W02000351,2025,333,3,Newport 005,0,0,10
W02000352,2021,334,1,Newport 006,0,0,2
W02000352,2023,334,2,Newport 006,0,0,3
W02000352,2025,334,3,Newport 006,0,0,15
W02000353,2021,335,1,Newport 007,0,0,4
W02000353,2023,335,2,Newport 007,0,0,2
W02000353,2025,335,3,Newport 007,0,0,6
W02000354,2021,336,1,Newport 008,0,0,6
W02000354,2023,336,2,Newport 008,0,0,5
W02000354,2025,336,3,Newport 008,0,0,8
W02000355,2021,337,1,Newport 009,0,0,4
W02000355,2023,337,2,Newport 009,0,0,4
W02000355,2025,337,3,Newport 009,0,0,11
W02000356,2021,338,1,Newport 010,0,0,3
W02000356,2023,338,2,Newport 010,0,0,4
W02000356,2025,338,3,Newport 010,0.1375688723671366,0.01609248912491754,11
W02000357,2021,339,1,Newport 011,0,0,3
W02000357,2023,339,2,Newport 011,0,0,7
W02000357,2025,339,3,Newport 011,0,0,15
W02000358,2021,340,1,Newport 012,0.07780503414468941,0.006011007018655506,8
W02000358,2023,340,2,Newport 012,0,0,6
W02000358,2025,340,3,Newport 012,0,0,7
W02000359,2021,341,1,Newport 013,0,0,5
W02000359,2023,341,2,Newport 013,0,0,2
W02000359,2025,341,3,Newport 013,0,0,16
W02000360,2021,342,1,Newport 014,0.0709971600436983,0.005027117197629765,9
W02000360,2023,342,2,Newport 014,0,0,4
W02000360,2025,342,3,Newport 014,0,0,18
W02000361,2021,343,1,Newport 015,0,0,9
W02000361,2023,343,2,Newport 015,0,0,2
W02000361,2025,343,3,Newport 015,0,0,9
W02000362,2021,344,1,Newport 016,0,0,3
W02000362,2023,344,2,Newport 016,0,0,4
W02000362,2025,344,3,Newport 016,0,0,9
W02000363,2021,345,1,Newport 017,0,0,9
W02000363,2023,345,2,Newport 017,0,0,6
W02000363,2025,345,3,Newport 017,0,0,18
W02000364,2021,346,1,Newport 018,0,0,6
W02000364,2023,346,2,Newport 018,0,0,3
W02000364,2025,346,3,Newport 018,0,0,17
W02000365,2021,347,1,Newport 019,0.21853949245761378,0.033584128536176254,9
W02000365,2023,347,2,Newport 019,0,0,3
W02000365,2025,347,3,Newport 019,0,0,8
W02000366,2021,348,1,Newport 020,0,0,4
W02000366,2023,348,2,Newport 020,0,0,5
W02000366,2025,348,3,Newport 020,0,0,13
W02000367,2021,349,1,Cardiff 001,0,0,6
W02000367,2023,349,2,Cardiff 001,0,0,5
W02000367,2025,349,3,Cardiff 001,0,0,6
W02000368,2021,350,1,Cardiff 002,0,0,5
W02000368,2023,350,2,Cardiff 002,0.27186778015798013,0.0478861336252641,6
W02000368,2025,350,3,Cardiff 002,0.12193376846192051,0.013020708717511403,12
W02000369,2021,351,1,Cardiff 003,0,0,8
W02000369,2023,351,2,Cardiff 003,0,0,6
W02000369,2025,351,3,Cardiff 003,0,0,10
W02000370,2021,352,1,Cardiff 004,0.28522044059785767,0.055423745221424986,5
W02000370,2023,352,2,Cardiff 004,0.04293130304552992,0.002639522215175941,6
W02000370,2025,352,3,Cardiff 004,0,0,4
W02000371,2021,353,1,Cardiff 005,0,0,8
W02000371,2023,353,2,Cardiff 005,0.28483250656962683,0.05576645236657085,4
W02000371,2025,353,3,Cardiff 005,0,0,10
W02000372,2021,354,1,Cardiff 006,0.229740691021535,0.025188732237101854,7
W02000372,2023,354,2,Cardiff 006,0,0,5
W02000372,2025,354,3,Cardiff 006,0.18076974748478322,0.015282368593959112,10
W02000373,2021,355,1,Cardiff 007,0,0,8
W02000373,2023,355,2,Cardiff 007,0.13890883588178538,0.01814598443291836,7
W02000373,2025,355,3,Cardiff 007,0.07165943205597675,0.004962828897894425,14
W02000374,2021,356,1,Cardiff 008,0.10352130273872187,0.010184583434201427,8
W02000374,2023,356,2,Cardiff 008,0.602367861552656,0.11485461690878292,2
W02000374,2025,356,3,Cardiff 008,0,0,9
W02000375,2021,357,1,Cardiff 009,0,0,4
W02000375,2023,357,2,Cardiff 009,0.21805617853305553,0.043986269639131784,3
W02000375,2025,357,3,Cardiff 009,0.27139352910701303,0.04554972283898937,8
W02000376,2021,358,1,Cardiff 010,0,0,11
W02000376,2023,358,2,Cardiff 010,0.07551827824560993,0.005720085753476582,7
W02000376,2025,358,3,Cardiff 010,0,0,10
W02000377,2021,359,1,Cardiff 011,0,0,6
W02000377,2023,359,2,Cardiff 011,0,0,3
W02000377,2025,359,3,Cardiff 011,0,0,11
W02000378,2021,360,1,Cardiff 012,0,0,5
W02000378,2023,360,2,Cardiff 012,0,0,6
W02000378,2025,360,3,Cardiff 012,0.10574992853048226,0.011125917800832977,7
W02000379,2021,361,1,Cardiff 013,0,0,9
W02000379,2023,361,2,Cardiff 013,0,0,1
W02000379,2025,361,3,Cardiff 013,0.2701890564282451,0.02977091932135285,9
W02000380,2021,362,1,Cardiff 014,0,0,7
W02000380,2023,362,2,Cardiff 014,0,0,4
W02000380,2025,362,3,Cardiff 014,0,0,8
W02000381,2021,363,1,Cardiff 015,0,0,1
W02000381,2023,363,2,Cardiff 015,0.25941958194310355,0.05224765276105052,4
W02000381,2025,363,3,Cardiff 015,0.12956175159137706,0.008851041265861477,14
W02000382,2021,364,1,Cardiff 016,0.28440845178984553,0.052619921347071524,6
W02000382,2023,364,2,Cardiff 016,0,0,3
W02000382,2025,364,3,Cardiff 016,0.05676600005133566,0.0032399002438253054,14
W02000383,2021,365,1,Cardiff 017,0,0,5
W02000383,2023,365,2,Cardiff 017,0,0,5
W02000383,2025,365,3,Cardiff 017,0,0,8
W02000384,2021,366,1,Cardiff 018,0,0,6
W02000384,2023,366,2,Cardiff 018,0,0,3
W02000384,2025,366,3,Cardiff 018,0,0,10
W02000385,2021,367,1,Cardiff 019,0,0,4
W02000385,2023,367,2,Cardiff 019,0,0,2
W02000385,2025,367,3,Cardiff 019,0.04869950215947111,0.0023794207087136595,12
W02000386,2021,368,1,Cardiff 020,0.20172915755670429,0.03200288469053696,8
W02000386,2023,368,2,Cardiff 020,0,0,1
W02000386,2025,368,3,Cardiff 020,0,0,14
W02000387,2021,369,1,Cardiff 021,0,0,8
W02000387,2023,369,2,Cardiff 021,0,0,7
W02000387,2025,369,3,Cardiff 021,0,0,11
W02000388,2021,370,1,Cardiff 022,0,0,8
W02000388,2023,370,2,Cardiff 022,0.6579064671520456,0.1014098064379664,2
W02000388,2025,370,3,Cardiff 022,0,0,12
W02000389,2021,371,1,Cardiff 023,0,0,5
W02000389,2023,371,2,Cardiff 023,0,0,2
W02000389,2025,371,3,Cardiff 023,0,0,14
W02000390,2021,372,1,Cardiff 024,0,0,6
W02000390,2023,372,2,Cardiff 024,0,0,2
W02000390,2025,372,3,Cardiff 024,0,0,15
W02000391,2021,373,1,Cardiff 025,0,0,4
W02000391,2023,373,2,Cardiff 025,0,0,1
W02000391,2025,373,3,Cardiff 025,0,0,9
W02000392,2021,374,1,Cardiff 026,0,0,8
W02000392,2023,374,2,Cardiff 026,0.1395121712995512,0.018811153813380322,5
W02000392,2025,374,3,Cardiff 026,0.13255745431994895,0.017132390896183156,7
W02000393,2021,375,1,Cardiff 027,0,0,5
W02000393,2023,375,2,Cardiff 027,0,0,4
W02000393,2025,375,3,Cardiff 027,0.14436253916542102,0.016835365558911918,15
W02000394,2021,376,1,Cardiff 028,0,0,5
W02000394,2023,376,2,Cardiff 028,0,0,3
W02000394,2025,376,3,Cardiff 028,0,0,10
W02000395,2021,377,1,Cardiff 029,0,0,6
W02000395,2023,377,2,Cardiff 029,0.4166756491955675,0.08885700798107728,3
W02000395,2025,377,3,Cardiff 029,0,0,7
W02000396,2021,378,1,Cardiff 030,0,0,4
W02000396,2023,378,2,Cardiff 030,0.21294940924649447,0.034228905272813415,6
W02000396,2025,378,3,Cardiff 030,0,0,7
W02000397,2021,379,1,Cardiff 031,0,0,10
W02000397,2023,379,2,Cardiff 031,0,0,7
W02000397,2025,379,3,Cardiff 031,0.04505550320170703,0.0021310799494826662,10
W02000398,2021,380,1,Cardiff 032,0,0,7
W02000398,2023,380,2,Cardiff 032,0,0,3
W02000398,2025,380,3,Cardiff 032,0.209119616445308,0.03139029402326537,12
W02000399,2021,381,1,Cardiff 033,0.16048775846784674,0.022260002106905884,7
W02000399,2023,381,2,Cardiff 033,0.28941688365420276,0.05248581720884513,6
W02000399,2025,381,3,Cardiff 033,0,0,9
W02000400,2021,382,1,Cardiff 034,0,0,5
W02000400,2023,382,2,Cardiff 034,0.09141002418509926,0.008719400636792454,7
W02000400,2025,382,3,Cardiff 034,0.11443183680590295,0.01263669059790892,10
W02000401,2021,383,1,Cardiff 035,0.1031445708888491,0.01043659857655148,9
W02000401,2023,383,2,Cardiff 035,0,0,4
W02000401,2025,383,3,Cardiff 035,0.16768536365881032,0.0167140685959001,16
W02000402,2021,384,1,Cardiff 036,0,0,6
W02000402,2023,384,2,Cardiff 036,0,0,8
W02000402,2025,384,3,Cardiff 036,0,0,9
W02000403,2021,385,1,Cardiff 037,0,0,7
W02000403,2023,385,2,Cardiff 037,0,0,3
W02000403,2025,385,3,Cardiff 037,0,0,10
W02000404,2021,386,1,Cardiff 038,0,0,7
W02000404,2023,386,2,Cardiff 038,0,0,4
W02000404,2025,386,3,Cardiff 038,0.2729301838262963,0.027803075122856333,11
W02000405,2021,387,1,Cardiff 039,0.04999483851553033,0.002533368157218198,11
W02000405,2023,387,2,Cardiff 039,0.28595052939293797,0.06559177634175821,3
W02000405,2025,387,3,Cardiff 039,0,0,12
W02000406,2021,388,1,Cardiff 040,0,0,7
W02000406,2023,388,2,Cardiff 040,0,0,2
W02000406,2025,388,3,Cardiff 040,0.06915928582967376,0.002708813631664346,12
W02000407,2021,389,1,Cardiff 041,0,0,7
W02000407,2023,389,2,Cardiff 041,0,0,6
W02000407,2025,389,3,Cardiff 041,0,0,4
W02000408,2021,390,1,Cardiff 042,0,0,5
W02000408,2023,390,2,Cardiff 042,0,0,3
W02000408,2025,390,3,Cardiff 042,0.03611261512652058,0.0013540983551997888,11
W02000409,2021,391,1,Cardiff 043,0,0,8
W02000409,2023,391,2,Cardiff 043,0.3563695299729286,0.081649332413345,3
W02000409,2025,391,3,Cardiff 043,0.06363479570044832,0.004003184656286569,12
W02000410,2021,392,1,Cardiff 044,0,0,4
W02000410,2023,392,2,Cardiff 044,0.2401231880465001,0.04494581180449933,4
W02000410,2025,392,3,Cardiff 044,0.22211963346845814,0.021587171338781314,13
W02000411,2021,393,1,Cardiff 045,0,0,6
W02000411,2023,393,2,Cardiff 045,0.714266673441121,0.0833881777626273,2
W02000411,2025,393,3,Cardiff 045,0,0,13
W02000412,2021,394,1,Cardiff 046,0,0,7
W02000412,2023,394,2,Cardiff 046,0,0,2
W02000412,2025,394,3,Cardiff 046,0.07517513125728101,0.0054087727159379565,14
W02000414,2021,395,1,Powys 020,0.03557456750196199,0.001268273041210936,17
W02000414,2023,395,2,Powys 020,0,0,8
W02000414,2025,395,3,Powys 020,0.02692761658604264,7.224329451536155e-4,26
W02000415,2021,396,1,Merthyr Tydfil 008,0,0,13
W02000415,2023,396,2,Merthyr Tydfil 008,0,0,10
W02000415,2025,396,3,Merthyr Tydfil 008,0.07540262003601914,0.0019708986048849134,32
W02000416,2021,397,1,Powys 021,0,0,23
W02000416,2023,397,2,Powys 021,0,0,8
W02000416,2025,397,3,Powys 021,0.012610472729314546,1.642482242662242e-4,25
W02000417,2021,398,1,Neath Port Talbot 020,0,0,17
W02000417,2023,398,2,Neath Port Talbot 020,0,0,6
W02000417,2025,398,3,Neath Port Talbot 020,0,0,13
W02000418,2021,399,1,Carmarthenshire 027,0.05523413047983011,0.0030156832392842425,13
W02000418,2023,399,2,Carmarthenshire 027,0,0,6
W02000418,2025,399,3,Carmarthenshire 027,0,0,11
W02000419,2021,400,1,Denbighshire 017,0,0,6
W02000419,2023,400,2,Denbighshire 017,0,0,3
W02000419,2025,400,3,Denbighshire 017,0,0,13
W02000421,2021,401,1,Ceredigion 011,0,0,5
W02000421,2023,401,2,Ceredigion 011,0,0,11
W02000421,2025,401,3,Ceredigion 011,0.05967554438557314,0.0017603642739891386,25
W02000422,2021,402,1,Cardiff 048,0.16222471893867998,0.027686815998613206,4
W02000422,2023,402,2,Cardiff 048,0,0,3
W02000422,2025,402,3,Cardiff 048,0.2562992155511787,0.023594360030085602,10
W02000423,2021,403,1,Cardiff 049,0,0,6
W02000423,2023,403,2,Cardiff 049,0,0,3
W02000423,2025,403,3,Cardiff 049,0.09134367967570546,0.007980575107492595,11
W02000424,2021,404,1,Wrexham 021,0,0,3
W02000424,2023,404,2,Wrexham 021,0,0,9
W02000424,2025,404,3,Wrexham 021,0.04243708752218207,0.001916159677421992,11
W02000425,2021,405,1,Wrexham 022,0,0,3
W02000425,2023,405,2,Wrexham 022,0,0,1
W02000425,2025,405,3,Wrexham 022,0.20200319657606383,0.015398870809396318,10
W02000426,2021,406,1,Wrexham 023,0,0,5
W02000426,2023,406,2,Wrexham 023,0,0,1
W02000426,2025,406,3,Wrexham 023,0,0,11
W02000427,2021,407,1,Neath Port Talbot 021,0,0,9
W02000427,2023,407,2,Neath Port Talbot 021,0,0,10
W02000427,2025,407,3,Neath Port Talbot 021,0,0,17
W02000428,2021,408,1,Swansea 032,0,0,12
W02000428,2023,408,2,Swansea 032,0,0,4
W02000428,2025,408,3,Swansea 032,0,0,4
